"Date","Price","Open","High","Low","Vol.","Change %"
"Jan 13, 2018","0.000275","0.000264","0.000285","0.000262","4.28M","3.99%"
"Jan 12, 2018","0.000264","0.000252","0.000267","0.000245","2.67M","4.56%"
"Jan 11, 2018","0.000253","0.000252","0.000263","0.000233","5.20M","0.51%"
"Jan 10, 2018","0.000251","0.000245","0.000259","0.000231","4.87M","2.70%"
"Jan 09, 2018","0.000245","0.000255","0.000259","0.000238","3.59M","-3.89%"
"Jan 08, 2018","0.000255","0.000251","0.000266","0.000227","5.57M","1.47%"
"Jan 07, 2018","0.000251","0.000232","0.000276","0.000232","5.47M","8.15%"
"Jan 06, 2018","0.000232","0.000222","0.000254","0.000222","4.08M","4.50%"
"Jan 05, 2018","0.000222","0.000271","0.000278","0.000217","6.89M","-18.08%"
"Jan 04, 2018","0.000271","0.000273","0.000304","0.000256","9.76M","-0.73%"
"Jan 03, 2018","0.000273","0.000271","0.000283","0.000260","4.30M","0.74%"
"Jan 02, 2018","0.000271","0.000293","0.000318","0.000260","8.14M","-7.45%"
"Jan 01, 2018","0.000293","0.000255","0.000311","0.000255","6.27M","14.82%"
"Dec 31, 2017","0.000255","0.000262","0.000280","0.000252","4.73M","-2.75%"
"Dec 30, 2017","0.000262","0.000257","0.000265","0.000244","8.29M","2.22%"
"Dec 29, 2017","0.000257","0.000255","0.000262","0.000247","4.30M","0.71%"
"Dec 28, 2017","0.000255","0.000240","0.000260","0.000232","5.78M","6.04%"
"Dec 27, 2017","0.000240","0.000241","0.000268","0.000233","8.48M","-0.37%"
"Dec 26, 2017","0.000241","0.000254","0.000258","0.000226","5.76M","-4.89%"
"Dec 25, 2017","0.000254","0.000253","0.000270","0.000246","4.65M","0.24%"
"Dec 24, 2017","0.000253","0.000255","0.000268","0.000232","7.89M","-0.67%"
"Dec 23, 2017","0.000255","0.000256","0.000283","0.000246","8.47M","-0.59%"
"Dec 22, 2017","0.000256","0.000303","0.000312","0.000185","32.19M","-15.48%"
"Dec 21, 2017","0.000303","0.000297","0.000320","0.000286","10.30M","2.02%"
"Dec 20, 2017","0.000297","0.000307","0.000323","0.000280","13.30M","-3.16%"
"Dec 19, 2017","0.000307","0.000219","0.000329","0.000208","28.05M","39.73%"
"Dec 18, 2017","0.000219","0.000198","0.000234","0.000192","13.53M","10.64%"
"Dec 17, 2017","0.000198","0.000186","0.000220","0.000175","13.21M","6.44%"
"Dec 16, 2017","0.000186","0.000223","0.000231","0.000178","12.15M","-16.26%"
"Dec 15, 2017","0.000223","0.000225","0.000242","0.000188","15.70M","-1.24%"
"Dec 14, 2017","0.000225","0.000251","0.000265","0.000200","21.84M","-10.16%"
"Dec 13, 2017","0.000251","0.000278","0.000279","0.000229","13.66M","-9.88%"
"Dec 12, 2017","0.000278","0.000253","0.000300","0.000244","14.71M","10.04%"
"Dec 11, 2017","0.000253","0.000271","0.000280","0.000243","13.82M","-6.26%"
"Dec 10, 2017","0.000270","0.000308","0.000310","0.000253","15.84M","-12.40%"
"Dec 09, 2017","0.000308","0.000312","0.000335","0.000292","17.47M","-1.25%"
"Dec 08, 2017","0.000312","0.000240","0.000312","0.000223","31.14M","30.00%"
"Dec 07, 2017","0.000240","0.000320","0.000331","0.000206","43.49M","-25.05%"
"Dec 06, 2017","0.000320","0.000324","0.000448","0.000283","49.33M","-1.17%"
"Dec 05, 2017","0.000324","0.000229","0.000343","0.000180","35.08M","41.42%"
"Dec 04, 2017","0.000229","0.000164","0.000262","0.000164","21.90M","39.70%"
"Dec 03, 2017","0.000164","0.000133","0.000170","0.000129","13.44M","23.77%"
"Dec 02, 2017","0.000133","0.000133","0.000133","0.000122","6.37M","-0.45%"
"Dec 01, 2017","0.000133","0.000132","0.000139","0.000129","8.79M","0.53%"
"Nov 30, 2017","0.000132","0.000128","0.000135","0.000122","12.79M","3.28%"
"Nov 29, 2017","0.000128","0.000147","0.000151","0.000118","24.27M","-12.61%"
"Nov 28, 2017","0.000147","0.000106","0.000149","0.000104","28.48M","37.88%"
"Nov 27, 2017","0.000106","0.000092","0.000114","0.000083","19.92M","15.90%"
"Nov 26, 2017","0.000092","0.000092","0.000092","0.000092","7.82M","0.00%"
"Nov 25, 2017","0.000092","0.000096","0.000099","0.000087","7.82M","-4.11%"
"Nov 24, 2017","0.000096","0.000098","0.000100","0.000071","15.43M","-2.17%"
"Nov 23, 2017","0.000098","0.000109","0.000112","0.000096","10.21M","-10.15%"
"Nov 22, 2017","0.000109","0.000110","0.000116","0.000105","10.46M","-0.73%"
"Nov 21, 2017","0.000110","0.000117","0.000119","0.000095","16.40M","-6.00%"
"Nov 20, 2017","0.000117","0.000106","0.000119","0.000106","15.10M","9.99%"
"Nov 19, 2017","0.000106","0.000105","0.000113","0.000104","11.77M","0.95%"
"Nov 18, 2017","0.000105","0.000103","0.000108","0.000099","10.77M","1.64%"
"Nov 17, 2017","0.000103","0.000105","0.000112","0.000096","20.36M","-1.43%"
"Nov 16, 2017","0.000105","0.000108","0.000115","0.000099","28.43M","-3.32%"
"Nov 15, 2017","0.000108","0.000092","0.000108","0.000089","16.51M","17.32%"
"Nov 14, 2017","0.000092","0.000091","0.000096","0.000081","10.71M","1.96%"
"Nov 13, 2017","0.000091","0.000101","0.000107","0.000087","14.80M","-9.93%"
"Nov 12, 2017","0.000101","0.000099","0.000102","0.000090","15.15M","1.86%"
"Nov 11, 2017","0.000099","0.000077","0.000099","0.000074","14.21M","29.09%"
"Nov 10, 2017","0.000077","0.000075","0.000080","0.000070","12.03M","1.84%"
"Nov 09, 2017","0.000075","0.000064","0.000083","0.000063","28.36M","17.61%"
"Nov 08, 2017","0.000064","0.000054","0.000068","0.000053","25.24M","18.45%"
"Nov 07, 2017","0.000054","0.000054","0.000056","0.000051","13.00M","0.00%"
"Nov 06, 2017","0.000054","0.000047","0.000055","0.000046","14.37M","14.05%"
"Nov 05, 2017","0.000047","0.000050","0.000050","0.000044","14.83M","-5.21%"
"Nov 04, 2017","0.000050","0.000055","0.000055","0.000049","8.25M","-9.20%"
"Nov 03, 2017","0.000055","0.000052","0.000055","0.000049","6.46M","6.34%"
"Nov 02, 2017","0.000052","0.000054","0.000056","0.000044","19.81M","-4.63%"
"Nov 01, 2017","0.000054","0.000061","0.000061","0.000054","11.93M","-10.41%"
"Oct 31, 2017","0.000061","0.000067","0.000067","0.000060","5.42M","-9.16%"
"Oct 30, 2017","0.000067","0.000065","0.000068","0.000062","5.22M","2.08%"
"Oct 29, 2017","0.000065","0.000069","0.000072","0.000061","10.20M","-5.41%"
"Oct 28, 2017","0.000069","0.000074","0.000074","0.000067","6.77M","-6.72%"
"Oct 27, 2017","0.000074","0.000071","0.000077","0.000068","4.80M","4.48%"
"Oct 26, 2017","0.000071","0.000077","0.000080","0.000069","7.66M","-8.53%"
"Oct 25, 2017","0.000077","0.000082","0.000086","0.000077","7.44M","-5.66%"
"Oct 24, 2017","0.000082","0.000066","0.000089","0.000066","29.43M","24.66%"
"Oct 23, 2017","0.000066","0.000064","0.000068","0.000059","8.89M","3.52%"
"Oct 22, 2017","0.000064","0.000065","0.000071","0.000063","6.06M","-1.59%"
"Oct 21, 2017","0.000065","0.000067","0.000068","0.000052","16.13M","-3.37%"
"Oct 20, 2017","0.000067","0.000076","0.000076","0.000064","14.38M","-12.04%"
"Oct 19, 2017","0.000076","0.000081","0.000083","0.000071","8.50M","-6.52%"
"Oct 18, 2017","0.000081","0.000083","0.000089","0.000080","7.30M","-2.58%"
"Oct 17, 2017","0.000083","0.000078","0.000090","0.000077","6.66M","6.81%"
"Oct 16, 2017","0.000078","0.000077","0.000081","0.000075","5.02M","1.28%"
"Oct 15, 2017","0.000077","0.000079","0.000080","0.000074","5.72M","-1.73%"
"Oct 14, 2017","0.000079","0.000078","0.000086","0.000076","6.52M","0.00%"
"Oct 13, 2017","0.000078","0.000076","0.000081","0.000069","14.08M","3.49%"
"Oct 12, 2017","0.000076","0.000099","0.000100","0.000073","15.89M","-24.01%"
"Oct 11, 2017","0.000099","0.000100","0.000100","0.000097","4.57M","-0.54%"
"Oct 10, 2017","0.000100","0.000098","0.000101","0.000093","5.13M","2.28%"
"Oct 09, 2017","0.000098","0.000108","0.000109","0.000090","12.11M","-9.74%"
"Oct 08, 2017","0.000108","0.000121","0.000121","0.000107","4.40M","-10.42%"
"Oct 07, 2017","0.000121","0.000115","0.000123","0.000112","4.02M","5.13%"
"Oct 06, 2017","0.000115","0.000125","0.000129","0.000112","7.49M","-8.37%"
"Oct 05, 2017","0.000125","0.000130","0.000132","0.000124","2.73M","-3.39%"
"Oct 04, 2017","0.000130","0.000131","0.000133","0.000122","3.19M","-0.46%"
"Oct 03, 2017","0.000131","0.000131","0.000132","0.000120","4.54M","-0.46%"
"Oct 02, 2017","0.000131","0.000139","0.000141","0.000129","5.56M","-5.34%"
"Oct 01, 2017","0.000139","0.000142","0.000145","0.000137","2.73M","-2.46%"
"Sep 30, 2017","0.000142","0.000141","0.000152","0.000137","6.63M","0.92%"
"Sep 29, 2017","0.000141","0.000142","0.000145","0.000135","5.49M","-0.85%"
"Sep 28, 2017","0.000142","0.000131","0.000148","0.000126","10.02M","8.24%"
"Sep 27, 2017","0.000131","0.000132","0.000135","0.000129","4.31M","-0.76%"
"Sep 26, 2017","0.000132","0.000142","0.000143","0.000128","11.79M","-6.64%"
"Sep 25, 2017","0.000142","0.000143","0.000146","0.000139","3.30M","-0.98%"
"Sep 24, 2017","0.000143","0.000143","0.000146","0.000137","3.51M","0.00%"
"Sep 23, 2017","0.000143","0.000141","0.000146","0.000139","3.54M","1.42%"
"Sep 22, 2017","0.000141","0.000139","0.000141","0.000132","2.86M","1.66%"
"Sep 21, 2017","0.000139","0.000146","0.000147","0.000130","8.05M","-5.00%"
"Sep 20, 2017","0.000146","0.000144","0.000147","0.000142","2.61M","1.39%"
"Sep 19, 2017","0.000144","0.000149","0.000151","0.000143","3.59M","-3.16%"
"Sep 18, 2017","0.000149","0.000135","0.000155","0.000134","7.12M","9.74%"
"Sep 17, 2017","0.000135","0.000131","0.000136","0.000129","3.50M","3.36%"
"Sep 16, 2017","0.000131","0.000131","0.000134","0.000127","3.75M","0.00%"
"Sep 15, 2017","0.000131","0.000138","0.000143","0.000122","10.65M","-5.36%"
"Sep 14, 2017","0.000138","0.000146","0.000148","0.000130","7.52M","-5.80%"
"Sep 13, 2017","0.000146","0.000143","0.000148","0.000122","10.62M","2.23%"
"Sep 12, 2017","0.000143","0.000134","0.000150","0.000134","10.41M","6.62%"
"Sep 11, 2017","0.000134","0.000118","0.000134","0.000110","13.64M","13.90%"
"Sep 10, 2017","0.000118","0.000129","0.000134","0.000111","11.76M","-8.81%"
"Sep 09, 2017","0.000129","0.000125","0.000134","0.000122","5.72M","3.27%"
"Sep 08, 2017","0.000125","0.000140","0.000144","0.000113","22.04M","-10.44%"
"Sep 07, 2017","0.000140","0.000161","0.000162","0.000133","13.39M","-13.27%"
"Sep 06, 2017","0.000161","0.000140","0.000165","0.000136","11.18M","15.21%"
"Sep 05, 2017","0.000140","0.000132","0.000148","0.000115","18.07M","6.38%"
"Sep 04, 2017","0.000132","0.000162","0.000162","0.000091","27.58M","-18.87%"
"Sep 03, 2017","0.000162","0.000152","0.000167","0.000150","10.14M","6.36%"
"Sep 02, 2017","0.000152","0.000162","0.000164","0.000129","16.27M","-5.86%"
"Sep 01, 2017","0.000162","0.000178","0.000188","0.000151","10.98M","-8.94%"
"Aug 31, 2017","0.000178","0.000190","0.000195","0.000170","5.30M","-6.12%"
"Aug 30, 2017","0.000190","0.000177","0.000195","0.000171","5.21M","7.06%"
"Aug 29, 2017","0.000177","0.000200","0.000200","0.000154","11.39M","-11.50%"
"Aug 28, 2017","0.000200","0.000213","0.000215","0.000179","11.35M","-5.97%"
"Aug 27, 2017","0.000213","0.000222","0.000225","0.000199","8.28M","-4.02%"
"Aug 26, 2017","0.000222","0.000211","0.000222","0.000202","5.31M","4.92%"
"Aug 25, 2017","0.000211","0.000207","0.000214","0.000192","5.14M","1.93%"
"Aug 24, 2017","0.000207","0.000207","0.000207","0.000189","6.96M","0.00%"
"Aug 23, 2017","0.000207","0.000207","0.000228","0.000199","12.55M","0.00%"
"Aug 22, 2017","0.000207","0.000228","0.000229","0.000199","8.87M","-9.09%"
"Aug 21, 2017","0.000228","0.000220","0.000230","0.000208","10.62M","3.55%"
"Aug 20, 2017","0.000220","0.000236","0.000248","0.000220","11.08M","-6.62%"
"Aug 19, 2017","0.000236","0.000213","0.000236","0.000195","11.35M","10.77%"
"Aug 18, 2017","0.000213","0.000237","0.000242","0.000190","18.34M","-10.30%"
"Aug 17, 2017","0.000237","0.000237","0.000247","0.000231","21.74M","0.00%"
"Aug 16, 2017","0.000237","0.000221","0.000237","0.000219","15.94M","7.57%"
"Aug 15, 2017","0.000221","0.000225","0.000231","0.000197","25.91M","-2.09%"
"Aug 14, 2017","0.000225","0.000199","0.000230","0.000195","19.80M","13.11%"
"Aug 13, 2017","0.000199","0.000187","0.000205","0.000175","17.73M","6.58%"
"Aug 12, 2017","0.000187","0.000179","0.000190","0.000169","8.95M","4.07%"
"Aug 11, 2017","0.000179","0.000166","0.000200","0.000162","25.59M","8.07%"
"Aug 10, 2017","0.000166","0.000160","0.000171","0.000153","9.41M","3.81%"
"Aug 09, 2017","0.000160","0.000160","0.000165","0.000153","7.79M","0.00%"
"Aug 08, 2017","0.000160","0.000140","0.000160","0.000136","10.95M","14.29%"
"Aug 07, 2017","0.000140","0.000135","0.000147","0.000129","11.45M","3.32%"
"Aug 06, 2017","0.000135","0.000125","0.000136","0.000120","5.05M","8.49%"
"Aug 05, 2017","0.000125","0.000137","0.000137","0.000120","6.07M","-9.16%"
"Aug 04, 2017","0.000137","0.000120","0.000148","0.000119","16.78M","14.87%"
"Aug 03, 2017","0.000120","0.000106","0.000124","0.000105","7.19M","12.92%"
"Aug 02, 2017","0.000106","0.000106","0.000109","0.000100","4.33M","0.00%"
"Aug 01, 2017","0.000106","0.000089","0.000109","0.000088","7.47M","19.02%"
"Jul 31, 2017","0.000089","0.000093","0.000096","0.000085","5.01M","-3.69%"
"Jul 30, 2017","0.000093","0.000101","0.000105","0.000092","4.47M","-8.36%"
"Jul 29, 2017","0.000101","0.000096","0.000102","0.000091","3.31M","5.83%"
"Jul 28, 2017","0.000096","0.000103","0.000103","0.000094","6.09M","-6.89%"
"Jul 27, 2017","0.000103","0.000109","0.000111","0.000100","4.65M","-5.69%"
"Jul 26, 2017","0.000109","0.000098","0.000112","0.000096","7.46M","11.24%"
"Jul 25, 2017","0.000098","0.000096","0.000099","0.000092","3.98M","2.07%"
"Jul 24, 2017","0.000096","0.000097","0.000099","0.000088","4.36M","-0.62%"
"Jul 23, 2017","0.000097","0.000096","0.000100","0.000092","3.47M","0.72%"
"Jul 22, 2017","0.000096","0.000099","0.000100","0.000090","5.78M","-2.90%"
"Jul 21, 2017","0.000099","0.000103","0.000110","0.000093","8.25M","-4.11%"
"Jul 20, 2017","0.000103","0.000104","0.000120","0.000097","12.54M","-1.06%"
"Jul 19, 2017","0.000104","0.000116","0.000123","0.000102","7.92M","-10.57%"
"Jul 18, 2017","0.000116","0.000118","0.000138","0.000113","11.71M","-1.69%"
"Jul 17, 2017","0.000118","0.000094","0.000135","0.000090","19.03M","25.60%"
"Jul 16, 2017","0.000094","0.000081","0.000095","0.000079","8.89M","16.96%"
"Jul 15, 2017","0.000081","0.000079","0.000083","0.000070","7.70M","2.04%"
"Jul 14, 2017","0.000079","0.000091","0.000091","0.000073","7.08M","-13.54%"
"Jul 13, 2017","0.000091","0.000096","0.000100","0.000083","7.19M","-5.03%"
"Jul 12, 2017","0.000096","0.000081","0.000099","0.000080","6.71M","18.77%"
"Jul 11, 2017","0.000081","0.000090","0.000102","0.000079","15.84M","-10.14%"
"Jul 10, 2017","0.000090","0.000122","0.000122","0.000082","10.20M","-25.99%"
"Jul 09, 2017","0.000122","0.000118","0.000125","0.000110","3.63M","2.96%"
"Jul 08, 2017","0.000118","0.000114","0.000128","0.000111","3.97M","3.41%"
"Jul 07, 2017","0.000114","0.000137","0.000139","0.000104","11.10M","-16.44%"
"Jul 06, 2017","0.000137","0.000147","0.000148","0.000123","6.60M","-6.62%"
"Jul 05, 2017","0.000147","0.000153","0.000156","0.000140","4.49M","-3.93%"
"Jul 04, 2017","0.000153","0.000148","0.000160","0.000146","4.58M","2.83%"
"Jul 03, 2017","0.000148","0.000154","0.000154","0.000144","5.08M","-3.45%"
"Jul 02, 2017","0.000154","0.000164","0.000165","0.000150","4.29M","-6.45%"
"Jul 01, 2017","0.000164","0.000164","0.000169","0.000161","2.72M","0.00%"
"Jun 30, 2017","0.000164","0.000166","0.000181","0.000161","7.68M","-0.90%"
"Jun 29, 2017","0.000166","0.000148","0.000180","0.000140","8.85M","12.03%"
"Jun 28, 2017","0.000148","0.000156","0.000158","0.000140","9.00M","-5.01%"
"Jun 27, 2017","0.000156","0.000170","0.000173","0.000150","7.98M","-8.19%"
"Jun 26, 2017","0.000170","0.000188","0.000188","0.000150","15.57M","-9.54%"
"Jun 25, 2017","0.000188","0.000201","0.000201","0.000184","6.90M","-6.67%"
"Jun 24, 2017","0.000201","0.000180","0.000236","0.000179","28.64M","11.73%"
"Jun 23, 2017","0.000180","0.000164","0.000180","0.000160","5.88M","9.63%"
"Jun 22, 2017","0.000164","0.000163","0.000169","0.000160","4.55M","0.92%"
"Jun 21, 2017","0.000163","0.000162","0.000169","0.000158","6.22M","0.00%"
"Jun 20, 2017","0.000162","0.000165","0.000165","0.000154","5.72M","-1.58%"
"Jun 19, 2017","0.000165","0.000163","0.000168","0.000153","6.72M","1.42%"
"Jun 18, 2017","0.000163","0.000167","0.000169","0.000158","4.43M","-2.87%"
"Jun 17, 2017","0.000167","0.000170","0.000177","0.000161","5.96M","-1.59%"
"Jun 16, 2017","0.000170","0.000145","0.000179","0.000130","12.20M","17.40%"
"Jun 15, 2017","0.000145","0.000216","0.000219","0.000130","21.32M","-33.09%"
"Jun 14, 2017","0.000216","0.000219","0.000221","0.000197","19.01M","-1.41%"